No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,cluster
18111,2015,3,25,14,157.0,238.0,68.0,89.0,2900.0,102.0,16.8,1025.2,-0.9,0.0,S,2.4,Aotizhongxin,3
18112,2015,3,25,15,110.0,179.0,36.0,53.0,1800.0,123.0,17.5,1024.5,-0.8,0.0,SSW,4.0,Aotizhongxin,3
18116,2015,3,25,19,90.0,183.0,22.0,48.0,1000.0,118.0,16.0,1025.0,0.1,0.0,SW,2.1,Aotizhongxin,3
18117,2015,3,25,20,119.0,213.0,27.0,68.0,1200.0,92.0,15.5,1025.3,0.9,0.0,SSW,1.7,Aotizhongxin,3
18118,2015,3,25,21,134.0,218.0,28.0,84.0,1400.0,68.0,15.3,1025.5,-0.5,0.0,SW,3.1,Aotizhongxin,3
18119,2015,3,25,22,127.0,204.0,26.0,72.0,1200.0,69.0,14.8,1025.8,-0.1,0.0,SW,2.8,Aotizhongxin,3
18123,2015,3,26,2,100.0,173.0,21.0,69.0,1000.0,41.0,11.1,1025.5,-0.1,0.0,SW,0.7,Aotizhongxin,3
18124,2015,3,26,3,111.0,162.0,27.0,55.0,1100.0,50.0,8.0,1025.3,-0.3,0.0,E,0.3,Aotizhongxin,3
18125,2015,3,26,4,110.0,168.0,24.0,54.0,1100.0,26.0,7.3,1025.4,0.0,0.0,ENE,0.8,Aotizhongxin,3
18126,2015,3,26,5,115.0,161.0,16.0,98.0,1300.0,2.0,6.3,1025.7,-0.5,0.0,SW,1.1,Aotizhongxin,3
18127,2015,3,26,6,120.0,160.0,15.0,109.0,1500.0,2.0,6.1,1025.9,-0.2,0.0,NE,1.1,Aotizhongxin,3
18128,2015,3,26,7,128.0,186.0,18.0,121.0,1800.0,3.0,6.1,1026.4,0.2,0.0,ESE,1.2,Aotizhongxin,3
18129,2015,3,26,8,138.0,205.0,22.0,116.0,1700.0,6.0,9.2,1026.3,0.9,0.0,E,0.7,Aotizhongxin,3
18130,2015,3,26,9,141.5,210.0,24.0,112.0,1700.0,13.0,12.4,1026.5,0.5,0.0,SSE,0.6,Aotizhongxin,3
18131,2015,3,26,10,145.0,214.0,26.0,112.0,1500.0,28.0,14.1,1026.4,1.0,0.0,SSE,0.9,Aotizhongxin,3
18132,2015,3,26,11,154.0,215.0,27.0,112.0,1600.0,44.0,16.1,1025.9,-0.6,0.0,WSW,2.8,Aotizhongxin,3
18133,2015,3,26,12,146.0,161.0,28.0,84.0,1500.0,90.0,17.9,1025.2,-2.4,0.0,SSW,3.7,Aotizhongxin,3
18140,2015,3,26,19,85.0,201.0,19.0,42.0,800.0,136.0,17.7,1021.6,-3.2,0.0,SW,3.8,Aotizhongxin,3
18141,2015,3,26,20,89.0,204.0,18.0,44.0,800.0,128.0,17.0,1022.1,-1.2,0.0,SW,4.9,Aotizhongxin,3
18154,2015,3,27,9,114.0,192.0,18.0,112.0,1700.0,14.0,12.4,1019.6,-0.5,0.0,WSW,1.7,Aotizhongxin,3
18158,2015,3,27,13,120.0,150.0,36.0,60.0,1100.0,103.0,17.7,1015.7,-0.1,0.0,SW,2.2,Aotizhongxin,3
18159,2015,3,27,14,115.0,167.0,32.0,44.0,1000.0,128.0,19.0,1014.3,1.0,0.0,WSW,3.0,Aotizhongxin,3
18160,2015,3,27,15,113.0,184.0,31.0,36.0,900.0,153.0,19.7,1012.8,1.6,0.0,WSW,4.4,Aotizhongxin,3
18161,2015,3,27,16,118.0,192.0,36.0,38.0,1000.0,160.0,19.4,1012.0,1.4,0.0,WSW,2.9,Aotizhongxin,3
18162,2015,3,27,17,132.0,208.0,37.0,41.0,1100.0,163.0,19.2,1011.3,1.6,0.0,SW,2.6,Aotizhongxin,3
18163,2015,3,27,18,143.0,222.0,47.0,50.0,1200.0,154.0,18.9,1011.1,1.8,0.0,SW,2.8,Aotizhongxin,3
18164,2015,3,27,19,152.0,229.0,49.0,58.0,1400.0,142.0,18.3,1011.0,2.2,0.0,SSW,2.4,Aotizhongxin,3
18165,2015,3,27,20,149.0,228.0,46.0,75.0,1600.0,114.0,17.9,1011.2,2.6,0.0,SW,2.7,Aotizhongxin,3
18166,2015,3,27,21,142.0,212.0,37.0,55.0,1300.0,122.0,17.6,1010.9,2.3,0.0,SW,3.4,Aotizhongxin,3
18167,2015,3,27,22,112.0,180.0,30.0,44.0,1100.0,115.0,16.8,1010.3,2.0,0.0,SSW,3.9,Aotizhongxin,3
18173,2015,3,28,4,105.0,165.0,23.0,53.0,900.0,51.0,13.7,1007.5,4.0,0.0,W,1.2,Aotizhongxin,3
18174,2015,3,28,5,114.0,158.0,23.0,83.0,1100.0,33.0,12.1,1007.6,3.8,0.0,WSW,0.5,Aotizhongxin,3
18175,2015,3,28,6,156.0,213.0,20.0,128.0,1600.0,2.0,11.1,1007.6,3.1,0.0,W,1.4,Aotizhongxin,3
18176,2015,3,28,7,74.0,244.0,8.0,27.0,400.0,77.0,16.1,1007.9,-4.5,0.0,WNW,4.8,Aotizhongxin,3
18179,2015,3,28,10,31.0,309.0,5.0,12.0,300.0,92.0,18.0,1009.1,-2.3,0.0,WNW,6.4,Aotizhongxin,3
18180,2015,3,28,11,63.0,812.0,4.0,11.0,300.0,90.0,18.7,1008.9,-1.8,0.0,NW,6.0,Aotizhongxin,3
18181,2015,3,28,12,103.0,832.6666666666666,3.0,11.0,300.0,87.0,19.4,1008.5,-1.2,0.0,NW,7.0,Aotizhongxin,3
18182,2015,3,28,13,96.0,853.3333333333334,2.0,12.0,300.0,89.0,20.4,1008.1,-0.9,0.0,WNW,6.6,Aotizhongxin,3
18183,2015,3,28,14,79.0,874.0,3.0,13.0,300.0,96.0,22.1,1007.5,-0.6,0.0,NW,4.0,Aotizhongxin,3
18184,2015,3,28,15,50.0,504.0,3.0,13.0,300.0,105.0,23.1,1007.2,-0.4,0.0,NW,3.6,Aotizhongxin,3
18202,2015,3,29,9,69.0,228.0,13.0,105.0,1400.0,6.0,14.9,1013.8,2.4,0.0,E,1.2,Aotizhongxin,3
18203,2015,3,29,10,113.0,456.0,22.0,124.0,2000.0,9.0,16.5,1013.5,2.1,0.0,E,2.2,Aotizhongxin,3
18204,2015,3,29,11,147.0,588.0,35.0,132.0,2300.0,24.0,18.1,1012.8,2.4,0.0,S,1.8,Aotizhongxin,3
18205,2015,3,29,12,135.0,552.0,42.0,100.0,1800.0,64.0,19.6,1011.3,2.9,0.0,SE,2.8,Aotizhongxin,3
18206,2015,3,29,13,140.0,514.0,33.0,80.0,1700.0,100.0,20.9,1010.1,3.1,0.0,SSE,2.5,Aotizhongxin,3
18207,2015,3,29,14,129.0,474.0,31.0,63.0,1400.0,120.0,22.3,1008.7,-1.1,0.0,S,2.9,Aotizhongxin,3
18208,2015,3,29,15,68.0,374.0,17.0,28.0,600.0,142.0,22.3,1007.6,-1.8,0.0,SW,4.3,Aotizhongxin,3
18209,2015,3,29,16,59.0,320.0,25.0,28.0,600.0,148.0,22.7,1007.0,-1.4,0.0,SW,3.4,Aotizhongxin,3
18210,2015,3,29,17,63.0,365.0,30.0,31.0,600.0,137.0,22.6,1006.4,-0.9,0.0,SW,3.3,Aotizhongxin,3
18211,2015,3,29,18,63.0,403.0,17.0,34.0,600.0,136.0,22.2,1006.2,-1.2,0.0,SW,4.5,Aotizhongxin,3
18212,2015,3,29,19,62.0,414.0,12.0,37.0,600.0,122.0,21.3,1006.3,-1.3,0.0,S,1.2,Aotizhongxin,3
18213,2015,3,29,20,66.0,392.0,13.0,64.0,700.0,84.0,18.6,1006.7,3.6,0.0,ESE,2.8,Aotizhongxin,3
18214,2015,3,29,21,95.0,488.0,21.0,108.0,1300.0,38.0,17.2,1006.7,4.2,0.0,ESE,1.9,Aotizhongxin,3
18215,2015,3,29,22,157.0,472.0,25.0,132.0,1700.0,11.0,16.3,1006.7,4.6,0.0,ESE,1.4,Aotizhongxin,3
18216,2015,3,29,23,152.0,438.0,24.0,138.0,1900.0,3.0,14.4,1006.4,4.9,0.0,E,1.6,Aotizhongxin,3
18217,2015,3,30,0,142.0,420.0,23.0,134.0,1900.0,2.0,13.6,1006.2,4.7,0.0,E,1.8,Aotizhongxin,3
18218,2015,3,30,1,137.0,372.0,22.0,124.0,1700.0,2.0,13.3,1005.9,4.7,0.0,ESE,1.6,Aotizhongxin,3
18219,2015,3,30,2,124.0,342.0,19.0,116.0,1600.0,2.0,12.9,1005.3,4.8,0.0,ESE,2.1,Aotizhongxin,3
18220,2015,3,30,3,136.0,347.0,18.0,109.0,1600.0,2.0,13.7,1005.2,4.0,0.0,SE,1.4,Aotizhongxin,3
18221,2015,3,30,4,122.0,314.0,18.0,108.0,1600.0,2.0,14.0,1004.9,3.7,0.0,ESE,1.7,Aotizhongxin,3
18222,2015,3,30,5,119.0,314.0,15.0,102.0,1500.0,2.0,12.9,1005.0,3.5,0.0,NE,0.5,Aotizhongxin,3
18223,2015,3,30,6,121.0,296.0,16.0,101.0,1600.0,2.0,10.9,1005.7,4.1,0.0,ENE,0.8,Aotizhongxin,3
18224,2015,3,30,7,121.0,303.0,22.0,104.0,2000.0,2.0,10.7,1006.1,3.9,0.0,ENE,0.7,Aotizhongxin,3
18225,2015,3,30,8,133.0,366.0,30.0,109.0,2100.0,5.0,13.0,1006.2,3.9,0.0,SE,1.6,Aotizhongxin,3
18226,2015,3,30,9,140.0,373.0,36.0,104.0,2000.0,15.0,14.6,1006.5,4.3,0.0,S,1.4,Aotizhongxin,3
18227,2015,3,30,10,162.0,423.0,38.0,92.0,1800.0,40.0,16.2,1006.4,4.9,0.0,S,1.4,Aotizhongxin,3
18228,2015,3,30,11,160.0,437.0,39.0,84.0,1700.0,63.0,17.6,1005.7,5.5,0.0,WNW,1.1,Aotizhongxin,3
18229,2015,3,30,12,171.0,427.0,38.0,70.0,1600.0,92.0,18.4,1005.1,6.6,0.0,W,1.6,Aotizhongxin,3
18230,2015,3,30,13,176.0,398.0,40.0,57.0,1500.0,116.0,19.7,1004.1,8.4,0.0,S,1.9,Aotizhongxin,3
18231,2015,3,30,14,182.0,380.0,40.0,45.0,1500.0,141.0,20.9,1003.2,8.5,0.0,S,2.4,Aotizhongxin,3
18232,2015,3,30,15,185.0,339.0,38.0,42.0,1500.0,156.0,22.0,1002.7,8.5,0.0,SSW,1.8,Aotizhongxin,3
18233,2015,3,30,16,161.0,292.0,30.0,39.0,1200.0,161.0,21.8,1002.2,8.3,0.0,SSW,1.1,Aotizhongxin,3
18234,2015,3,30,17,158.0,326.0,24.0,41.0,1200.0,163.0,21.8,1002.1,8.7,0.0,SSW,1.6,Aotizhongxin,3
18235,2015,3,30,18,160.0,342.0,21.0,51.0,1200.0,147.0,21.2,1002.4,8.8,0.0,WSW,0.8,Aotizhongxin,3
18236,2015,3,30,19,180.0,351.0,19.0,87.0,1700.0,98.0,18.7,1003.0,9.5,0.0,ENE,0.3,Aotizhongxin,3
18237,2015,3,30,20,189.0,317.0,22.0,118.0,2000.0,64.0,18.5,1003.6,8.5,0.0,ESE,1.6,Aotizhongxin,3
18238,2015,3,30,21,185.0,355.0,31.0,137.0,1900.0,45.0,18.7,1004.5,8.6,0.0,ESE,2.4,Aotizhongxin,3
18239,2015,3,30,22,180.0,360.0,39.0,74.0,1800.0,105.0,18.1,1004.9,8.4,0.0,ESE,2.4,Aotizhongxin,3
18240,2015,3,30,23,170.0,295.0,32.0,68.0,1600.0,108.0,17.5,1004.8,8.1,0.0,E,2.5,Aotizhongxin,3
18241,2015,3,31,0,154.0,266.0,27.0,58.0,1400.0,106.0,17.0,1005.0,8.4,0.0,ESE,2.0,Aotizhongxin,3
18242,2015,3,31,1,157.0,274.0,26.0,55.0,1600.0,93.0,16.5,1004.9,8.5,0.0,E,2.7,Aotizhongxin,3
18243,2015,3,31,2,176.0,271.0,29.0,55.0,2300.0,75.0,15.5,1005.4,8.0,0.0,ESE,2.0,Aotizhongxin,3
18244,2015,3,31,3,179.0,248.0,31.0,57.0,2400.0,69.0,14.9,1005.3,8.4,0.0,ESE,2.1,Aotizhongxin,3
18245,2015,3,31,4,165.0,227.0,27.0,48.0,2200.0,71.0,14.5,1005.1,8.2,0.0,ESE,3.4,Aotizhongxin,3
18246,2015,3,31,5,151.0,182.0,22.0,42.0,2200.0,68.0,13.5,1005.5,8.5,0.0,E,1.4,Aotizhongxin,3
18247,2015,3,31,6,149.0,164.0,25.0,49.0,2400.0,58.0,13.0,1006.1,9.4,0.1,E,1.3,Aotizhongxin,3
18248,2015,3,31,7,159.0,185.0,26.0,63.0,2800.0,37.0,13.3,1007.3,8.6,0.0,E,1.5,Aotizhongxin,3
18249,2015,3,31,8,162.0,202.0,25.0,81.0,3000.0,18.0,13.0,1008.4,7.9,0.0,E,2.8,Aotizhongxin,3
18250,2015,3,31,9,161.0,190.0,18.0,82.0,3300.0,14.0,11.5,1009.7,9.2,2.0,ESE,1.8,Aotizhongxin,3
18251,2015,3,31,10,161.0,188.0,15.0,91.0,3700.0,4.0,11.0,1011.3,9.7,3.6,E,1.8,Aotizhongxin,3
18252,2015,3,31,11,148.0,148.0,9.0,83.0,3600.0,14.0,10.8,1011.6,9.4,0.6,E,1.6,Aotizhongxin,3
18253,2015,3,31,12,144.0,144.0,13.0,78.0,3400.0,18.0,10.8,1012.4,9.2,0.1,ENE,1.3,Aotizhongxin,3
18254,2015,3,31,13,155.0,157.0,15.0,75.0,3100.0,18.0,10.3,1012.2,8.7,0.2,ESE,2.2,Aotizhongxin,3
18362,2015,4,5,1,126.0,154.0,11.0,62.0,800.0,82.0,12.7,1010.2,4.4,0.0,W,1.7,Aotizhongxin,3
18364,2015,4,5,3,116.0,157.0,5.0,115.0,900.0,12.0,10.6,1009.6,5.6,0.0,ENE,0.3,Aotizhongxin,3
18365,2015,4,5,4,117.0,163.0,4.0,128.0,1100.0,7.0,10.8,1009.5,6.0,0.0,NNW,0.4,Aotizhongxin,3
18366,2015,4,5,5,127.0,186.0,4.0,119.0,1100.0,2.0,10.7,1009.8,5.9,0.0,NE,0.7,Aotizhongxin,3
18367,2015,4,5,6,143.0,188.0,4.0,123.0,1200.0,2.0,11.4,1010.9,5.0,0.0,NW,1.9,Aotizhongxin,3
18448,2015,4,8,15,99.0,173.0,17.0,26.0,700.0,100.0,12.9,1017.4,-0.1,0.0,SSW,3.7,Aotizhongxin,3
18453,2015,4,8,20,128.0,153.0,16.0,54.0,900.0,58.0,9.8,1017.6,1.7,0.0,SSW,2.6,Aotizhongxin,3
18454,2015,4,8,21,138.0,147.0,11.0,57.0,1000.0,38.0,9.3,1018.0,1.4,0.0,SW,1.6,Aotizhongxin,3
18455,2015,4,8,22,142.0,142.0,10.0,65.0,1000.0,27.0,8.9,1018.0,1.3,0.0,S,1.4,Aotizhongxin,3
18456,2015,4,8,23,139.0,139.0,14.0,76.0,1100.0,13.0,8.3,1018.1,1.4,0.0,SSE,1.0,Aotizhongxin,3
18457,2015,4,9,0,149.0,149.0,17.0,72.0,1100.0,14.0,7.4,1018.1,1.0,0.0,SE,1.3,Aotizhongxin,3
18458,2015,4,9,1,135.0,135.0,18.0,66.0,1000.0,17.0,6.6,1017.7,0.7,0.0,ESE,1.3,Aotizhongxin,3
18459,2015,4,9,2,124.0,146.0,16.0,75.0,1000.0,7.0,5.4,1017.5,0.6,0.0,E,0.9,Aotizhongxin,3
18460,2015,4,9,3,123.0,155.0,12.0,79.0,1000.0,3.0,4.7,1017.3,0.1,0.0,NE,0.8,Aotizhongxin,3
18461,2015,4,9,4,122.0,149.0,14.0,78.0,1100.0,3.0,3.9,1016.9,0.6,0.0,E,0.5,Aotizhongxin,3
18462,2015,4,9,5,131.0,162.0,11.0,80.0,1200.0,3.0,3.2,1016.8,0.8,0.0,E,0.9,Aotizhongxin,3
18463,2015,4,9,6,138.0,148.0,11.0,83.0,1400.0,4.0,3.0,1016.9,0.2,0.0,E,0.9,Aotizhongxin,3
18464,2015,4,9,7,131.0,162.0,20.0,86.0,1400.0,5.0,4.3,1017.2,0.4,0.0,SE,0.8,Aotizhongxin,3
18465,2015,4,9,8,136.0,177.0,25.0,86.0,1400.0,6.0,7.2,1017.4,0.4,0.0,SE,0.8,Aotizhongxin,3
18466,2015,4,9,9,142.0,175.0,32.0,86.0,1500.0,12.0,9.4,1017.4,0.5,0.0,S,1.0,Aotizhongxin,3
18467,2015,4,9,10,168.0,198.0,32.0,87.0,1500.0,21.0,11.5,1017.5,0.9,0.0,SSE,1.1,Aotizhongxin,3
18468,2015,4,9,11,165.0,183.0,31.0,77.0,1400.0,46.0,12.5,1017.0,1.5,0.0,WSW,1.6,Aotizhongxin,3
18469,2015,4,9,12,173.0,179.0,28.0,81.0,1400.0,63.0,14.2,1016.1,1.8,0.0,SE,2.0,Aotizhongxin,3
18470,2015,4,9,13,185.0,206.0,22.0,98.0,1400.0,65.0,15.7,1015.3,2.1,0.0,WSW,2.6,Aotizhongxin,3
18471,2015,4,9,14,196.0,227.0,20.0,68.0,1200.0,110.0,16.8,1014.4,2.0,0.0,SSW,2.8,Aotizhongxin,3
18472,2015,4,9,15,184.0,184.0,19.0,44.0,1100.0,136.0,17.3,1013.6,2.1,0.0,WSW,4.7,Aotizhongxin,3
18473,2015,4,9,16,164.0,191.0,17.0,38.0,1000.0,136.0,17.8,1013.4,2.5,0.0,SW,3.0,Aotizhongxin,3
18475,2015,4,9,18,117.0,175.0,13.0,39.0,800.0,122.0,16.7,1013.4,3.0,0.0,SW,3.5,Aotizhongxin,3
18476,2015,4,9,19,177.0,269.0,19.0,52.0,1100.0,121.0,15.8,1013.7,4.5,0.0,SW,3.5,Aotizhongxin,3
18477,2015,4,9,20,231.0,301.0,20.0,63.0,1300.0,104.0,15.1,1014.6,5.0,0.0,WSW,3.2,Aotizhongxin,3
18478,2015,4,9,21,240.0,261.0,21.0,56.0,1400.0,102.0,14.8,1015.0,5.0,0.0,WSW,3.9,Aotizhongxin,3
18479,2015,4,9,22,237.0,237.0,21.0,56.0,1300.0,96.0,14.2,1015.3,5.8,0.0,WSW,3.0,Aotizhongxin,3
18480,2015,4,9,23,234.0,239.0,22.0,60.0,1300.0,82.0,13.6,1015.5,6.2,0.0,WSW,2.1,Aotizhongxin,3
18481,2015,4,10,0,242.0,242.0,21.0,61.0,1400.0,73.0,13.0,1015.6,5.9,0.0,WSW,1.6,Aotizhongxin,3
18482,2015,4,10,1,212.0,212.0,15.0,107.0,1400.0,20.0,10.1,1015.7,5.9,0.0,ESE,0.6,Aotizhongxin,3
18483,2015,4,10,2,201.0,259.0,9.0,125.0,1500.0,2.0,8.9,1015.6,6.0,0.0,NE,1.4,Aotizhongxin,3
18484,2015,4,10,3,234.0,249.0,8.0,111.0,1400.0,2.0,7.7,1015.8,5.2,0.0,E,0.6,Aotizhongxin,3
18485,2015,4,10,4,229.0,229.0,7.0,100.0,1300.0,2.0,8.3,1015.7,5.6,0.0,ENE,1.4,Aotizhongxin,3
18486,2015,4,10,5,216.0,216.0,8.0,97.0,1300.0,2.0,6.6,1015.9,5.1,0.0,ENE,1.0,Aotizhongxin,3
18487,2015,4,10,6,206.0,206.0,8.0,96.0,1400.0,2.0,6.5,1016.5,5.1,0.0,ENE,0.8,Aotizhongxin,3
18488,2015,4,10,7,198.0,219.0,7.0,90.0,1400.0,3.0,7.1,1017.2,5.6,0.0,ESE,0.9,Aotizhongxin,3
18489,2015,4,10,8,218.0,218.0,12.0,85.0,1400.0,12.0,9.9,1017.3,6.6,0.0,ENE,1.7,Aotizhongxin,3
18490,2015,4,10,9,219.0,262.0,17.0,93.0,1500.0,14.0,11.5,1017.5,6.6,0.0,E,1.2,Aotizhongxin,3
18491,2015,4,10,10,213.0,233.0,22.0,91.0,1500.0,26.0,13.7,1017.5,7.2,0.0,NE,1.4,Aotizhongxin,3
18492,2015,4,10,11,226.0,226.0,24.0,85.0,1400.0,50.0,15.7,1016.7,7.2,0.0,ESE,2.1,Aotizhongxin,3
18493,2015,4,10,12,205.0,205.0,22.0,65.0,1300.0,90.0,17.8,1015.8,4.0,0.0,ESE,2.3,Aotizhongxin,3
18494,2015,4,10,13,165.0,165.0,19.0,57.0,1100.0,105.0,19.0,1014.9,1.5,0.0,S,2.3,Aotizhongxin,3
18502,2015,4,10,21,92.0,193.0,6.0,125.0,1400.0,5.0,15.2,1014.1,1.7,0.0,NE,1.8,Aotizhongxin,3
18507,2015,4,11,2,116.0,259.0,10.0,104.0,1000.0,12.0,12.7,1014.6,8.2,0.1,ENE,3.8,Aotizhongxin,3
18508,2015,4,11,3,215.0,233.0,17.0,69.0,2300.0,34.0,12.2,1014.7,7.7,0.1,ESE,3.4,Aotizhongxin,3
18509,2015,4,11,4,244.0,259.0,26.0,82.0,3400.0,21.5,11.7,1014.6,8.2,0.1,E,1.3,Aotizhongxin,3
18510,2015,4,11,5,246.0,246.0,22.0,83.0,3500.0,9.0,11.0,1014.6,8.2,0.0,SE,1.5,Aotizhongxin,3
18511,2015,4,11,6,239.0,239.0,17.0,86.0,3300.0,5.0,10.4,1015.6,7.8,0.0,ENE,1.1,Aotizhongxin,3
18512,2015,4,11,7,236.0,236.0,19.0,77.0,3300.0,15.0,10.7,1015.7,6.8,0.0,ESE,3.4,Aotizhongxin,3
18513,2015,4,11,8,223.0,223.0,35.0,62.0,3300.0,42.0,11.8,1016.2,6.9,0.0,ESE,4.8,Aotizhongxin,3
18514,2015,4,11,9,202.0,202.0,40.0,52.0,2900.0,65.0,13.4,1016.5,6.9,0.0,ESE,4.0,Aotizhongxin,3
18515,2015,4,11,10,185.0,185.0,34.0,47.0,2400.0,83.0,14.7,1016.7,7.3,0.0,ESE,3.0,Aotizhongxin,3
18516,2015,4,11,11,166.0,166.0,26.0,39.0,2000.0,102.0,16.1,1016.3,6.8,0.0,SE,3.4,Aotizhongxin,3
18517,2015,4,11,12,136.0,136.0,20.0,31.0,1700.0,125.0,17.1,1015.8,6.9,0.0,SE,3.0,Aotizhongxin,3
18525,2015,4,11,20,134.0,142.0,15.0,49.0,1800.0,81.0,13.4,1016.3,6.9,0.0,ESE,4.9,Aotizhongxin,3
18543,2015,4,12,14,14.0,442.0,2.0,12.0,300.0,84.0,8.4,1021.7,-2.9,0.0,ENE,8.4,Aotizhongxin,3
18603,2015,4,15,2,74.0,232.0,6.0,115.0,800.0,3.0,12.0,997.1,4.2,0.0,NE,0.6,Aotizhongxin,3
18604,2015,4,15,3,100.0,175.0,5.0,115.0,1100.0,3.0,10.8,996.7,4.5,0.0,NW,0.5,Aotizhongxin,3
18605,2015,4,15,4,87.0,186.0,4.0,118.0,1200.0,2.5,10.0,996.0,5.2,0.0,ESE,0.4,Aotizhongxin,3
18609,2015,4,15,8,148.0,196.0,27.0,114.0,1500.0,8.0,13.8,996.3,4.9,0.0,ESE,0.9,Aotizhongxin,3
18610,2015,4,15,9,169.0,180.0,30.0,117.0,1500.0,14.0,16.4,995.7,4.7,0.0,SSW,0.6,Aotizhongxin,3
18611,2015,4,15,10,154.0,206.0,28.0,134.0,1600.0,16.0,18.1,995.7,5.0,0.0,NE,1.0,Aotizhongxin,3
18612,2015,4,15,11,157.0,204.0,28.0,139.0,1500.0,21.0,19.3,995.2,5.0,0.0,E,1.3,Aotizhongxin,3
18613,2015,4,15,12,154.0,195.0,26.0,153.0,1600.0,22.0,20.8,994.1,4.8,0.0,SE,1.4,Aotizhongxin,3
18614,2015,4,15,13,173.0,219.0,24.0,169.0,1700.0,28.0,21.9,993.0,4.9,0.0,S,2.0,Aotizhongxin,3
18615,2015,4,15,14,177.0,226.0,24.0,149.0,1500.0,53.0,23.2,992.2,5.6,0.0,S,1.3,Aotizhongxin,3
18616,2015,4,15,15,157.66666666666666,191.0,25.0,101.0,1200.0,96.0,23.3,991.0,5.7,0.0,SSW,2.1,Aotizhongxin,3
18617,2015,4,15,16,138.33333333333334,261.0,24.0,77.0,1152.3809523809523,120.0,23.9,990.3,6.2,0.0,SSE,1.5,Aotizhongxin,3
18618,2015,4,15,17,119.0,331.0,27.0,81.0,1104.7619047619048,119.0,24.7,990.3,6.0,0.0,SSE,1.5,Aotizhongxin,3
18619,2015,4,15,18,168.0,984.0,19.0,82.0,1057.142857142857,100.0,23.5,993.6,2.9,0.0,NNW,4.8,Aotizhongxin,3
18620,2015,4,15,19,243.0,964.0,2.0,16.0,1009.5238095238096,90.0,20.6,996.0,0.4,0.0,NNW,6.0,Aotizhongxin,3
18621,2015,4,15,20,88.0,944.0,2.0,13.0,961.904761904762,97.0,18.8,998.5,-0.1,0.0,N,5.8,Aotizhongxin,3
18622,2015,4,15,21,70.0,492.0,2.0,12.0,914.2857142857142,95.0,18.9,1000.1,-2.1,0.0,NNW,2.9,Aotizhongxin,3
18623,2015,4,15,22,83.0,525.0,2.0,12.0,866.6666666666666,89.0,17.8,1000.9,-3.1,0.0,NW,3.4,Aotizhongxin,3
18624,2015,4,15,23,83.0,576.0,2.0,9.0,819.047619047619,96.0,17.6,1001.6,-7.0,0.0,N,4.0,Aotizhongxin,3
18625,2015,4,16,0,78.0,450.0,2.0,11.0,771.4285714285714,93.0,16.6,1003.2,-9.4,0.0,NNW,3.6,Aotizhongxin,3
18626,2015,4,16,1,86.0,511.0,2.0,7.0,723.8095238095239,103.0,16.1,1004.5,-15.6,0.0,N,3.3,Aotizhongxin,3
18627,2015,4,16,2,62.0,361.0,2.0,8.0,676.1904761904761,98.0,14.9,1006.2,-16.5,0.0,NNW,4.4,Aotizhongxin,3
18631,2015,4,16,6,403.0,403.0,2.0,10.0,485.71428571428567,85.0,12.3,1009.3,-14.5,0.0,NW,4.5,Aotizhongxin,3
18657,2015,4,17,8,108.0,206.0,11.0,79.0,700.0,12.0,14.0,1005.4,-1.2,0.0,E,1.5,Aotizhongxin,3
18658,2015,4,17,9,83.0,198.0,14.0,72.0,600.0,25.0,15.4,1006.0,-0.4,0.0,NE,1.4,Aotizhongxin,3
18662,2015,4,17,13,83.0,200.0,20.0,96.0,800.0,60.0,22.0,1003.8,-2.0,0.0,SW,3.8,Aotizhongxin,3
18663,2015,4,17,14,83.0,206.0,24.0,57.0,600.0,102.0,23.8,1003.1,-1.2,0.0,WSW,5.1,Aotizhongxin,3
18666,2015,4,17,17,214.0,214.0,24.0,46.0,500.0,127.0,24.3,1002.1,-2.3,0.0,SW,4.0,Aotizhongxin,3
18667,2015,4,17,18,98.0,212.0,24.0,54.0,600.0,113.0,23.6,1002.1,-4.6,0.0,SW,3.9,Aotizhongxin,3
18668,2015,4,17,19,96.0,229.0,23.0,63.0,600.0,107.0,22.3,1003.2,0.1,0.0,SW,2.8,Aotizhongxin,3
18669,2015,4,17,20,106.0,245.0,35.0,71.0,800.0,94.0,21.0,1003.9,3.2,0.0,SSW,1.4,Aotizhongxin,3
18670,2015,4,17,21,122.0,277.0,52.0,86.0,1200.0,70.0,19.3,1004.9,4.2,0.0,SSE,0.9,Aotizhongxin,3
18671,2015,4,17,22,116.0,285.0,43.0,90.0,1100.0,62.0,18.5,1005.2,5.3,0.0,SE,1.0,Aotizhongxin,3
18672,2015,4,17,23,108.0,251.0,38.0,92.0,1000.0,58.0,17.5,1005.4,5.1,0.0,SE,0.7,Aotizhongxin,3
18673,2015,4,18,0,111.0,260.0,35.0,115.0,1100.0,32.0,16.7,1005.6,5.3,0.0,ESE,0.8,Aotizhongxin,3
18674,2015,4,18,1,117.0,276.0,32.0,149.0,1200.0,6.0,16.0,1005.7,5.9,0.0,E,0.7,Aotizhongxin,3
18675,2015,4,18,2,133.0,295.0,25.0,151.0,1400.0,2.0,17.3,1005.7,4.6,0.0,SE,1.2,Aotizhongxin,3
18676,2015,4,18,3,140.0,399.0,22.0,149.0,1100.0,2.0,16.4,1005.7,5.0,0.0,ENE,0.6,Aotizhongxin,3
